Bug_ID,Version,Affected_File(s)
HIVE-13927,2.1.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/miniHS2/StartMiniHS2Cluster.java;itests/hive-unit/src/test/java/org/apache/hive/service/cli/thrift/ThriftCliServiceMessageSizeTest.java
HIVE-13924,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizationContext.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/ColAndCol.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/ColOrCol.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizationContext.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/ColAndCol.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/ColOrCol.java
HIVE-13900,2.2.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcDriver2.java;jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
HIVE-13856,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java;metastore/src/test/org/apache/hadoop/hive/metastore/txn/TestTxnUtils.java
HIVE-13849,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedDynPartitionOptimizer.java
HIVE-13744,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/io/decode/OrcEncodedDataConsumer.java
HIVE-13540,2.2.0,hplsql/src/main/java/org/apache/hive/hplsql/Copy.java;hplsql/src/main/java/org/apache/hive/hplsql/Exec.java;hplsql/src/main/java/org/apache/hive/hplsql/Ftp.java;hplsql/src/main/java/org/apache/hive/hplsql/Package.java;hplsql/src/main/java/org/apache/hive/hplsql/Select.java;hplsql/src/main/java/org/apache/hive/hplsql/Stmt.java;hplsql/src/main/java/org/apache/hive/hplsql/Utils.java;hplsql/src/main/java/org/apache/hive/hplsql/Var.java;hplsql/src/test/java/org/apache/hive/hplsql/TestHplsqlLocal.java;hplsql/src/test/java/org/apache/hive/hplsql/TestHplsqlOffline.java
HIVE-13000,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-18888,2.3.3,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DynamicValueRegistryTez.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java;standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-17155,2.3.7,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-18050,2.3.0,llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapServiceDriver.java
HIVE-17150,2.3.0,hcatalog/server-extensions/src/main/java/org/apache/hive/hcatalog/listener/DbNotificationListener.java;itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/listener/DummyRawStoreFailEvent.java;itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/listener/TestDbNotificationListener.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java;metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreEventListenerConstants.java;metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreListenerNotifier.java;metastore/src/java/org/apache/hadoop/hive/metastore/RawStore.java;metastore/src/java/org/apache/hadoop/hive/metastore/cache/CachedStore.java;metastore/src/java/org/apache/hadoop/hive/metastore/hbase/HBaseStore.java;metastore/src/test/org/apache/hadoop/hive/metastore/DummyRawStoreControlledCommit.java;metastore/src/test/org/apache/hadoop/hive/metastore/DummyRawStoreForJdoConnection.java
HIVE-16756,2.3.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/LongColModuloLongColumn.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPMod.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/TestVectorizationContext.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/expressions/TestVectorArithmeticExpressions.java;vector-code-gen/src/org/apache/hadoop/hive/tools/GenVectorCode.java
HIVE-16491,2.3.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/JoinTypeCheckCtx.java
HIVE-16310,2.3.0,ql/src/java/org/apache/hadoop/hive/ql/exec/ExplainTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/OperatorFactory.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java
HIVE-16301,2.3.0,itests/hive-unit/src/test/java/org/apache/hive/beeline/TestSchemaTool.java
HIVE-15077,2.3.0,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Cleaner.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java;standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-17831,2.3.1,itests/hive-unit/src/test/java/org/apache/hadoop/hive/hooks/TestHs2Hooks.java;ql/src/java/org/apache/hadoop/hive/ql/parse/HiveSemanticAnalyzerHookContextImpl.java
HIVE-19315,3.1.0,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-19277,3.1.0,service/src/java/org/apache/hive/http/HttpConstants.java;service/src/java/org/apache/hive/http/LlapServlet.java;service/src/java/org/apache/hive/service/servlet/HS2LeadershipStatus.java;service/src/java/org/apache/hive/service/servlet/HS2Peers.java
HIVE-19249,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
HIVE-19168,3.1.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/authorization/TestJdbcWithSQLAuthorization.java;ql/src/java/org/apache/hadoop/hive/ql/processors/LlapCacheResourceProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/processors/LlapClusterResourceProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/HiveOperationType.java;ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/sqlstd/Operation2Privilege.java
HIVE-17829,2.1.0,hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseLazyObjectFactory.java;hbase-handler/src/test/org/apache/hadoop/hive/hbase/TestHBaseSerDe.java
HIVE-16421,2.1.0,common/src/java/org/apache/hadoop/hive/common/jsonexplain/tez/Connection.java;common/src/java/org/apache/hadoop/hive/common/jsonexplain/tez/Op.java;common/src/java/org/apache/hadoop/hive/common/jsonexplain/tez/Vertex.java
HIVE-16287,2.1.0,hcatalog/core/src/test/java/org/apache/hive/hcatalog/cli/TestPermsGrp.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestReplChangeManager.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java;metastore/src/java/org/apache/hadoop/hive/metastore/Warehouse.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ImportSemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/TaskCompiler.java;ql/src/test/org/apache/hadoop/hive/ql/metadata/TestHive.java
HIVE-16274,2.1.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreDirectSql.java;metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java;metastore/src/java/org/apache/hadoop/hive/metastore/StatObjectConverter.java
HIVE-16163,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
HIVE-15995,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzerFactory.java;ql/src/java/org/apache/hadoop/hive/ql/plan/AlterTableDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/HiveOperation.java;ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/HiveOperationType.java;ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/sqlstd/Operation2Privilege.java
HIVE-15902,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizationContext.java;vector-code-gen/src/org/apache/hadoop/hive/tools/GenVectorCode.java
HIVE-15646,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/session/LineageState.java
HIVE-15552,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java;serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/PrimitiveObjectInspectorUtils.java;serde/src/java/org/apache/hadoop/hive/serde2/typeinfo/TypeInfoUtils.java
HIVE-15308,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-15291,2.1.0,serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/PrimitiveObjectInspectorUtils.java;serde/src/test/org/apache/hadoop/hive/serde2/objectinspector/primitive/TestPrimitiveObjectInspectorUtils.java
HIVE-15267,2.1.0,standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnUtils.java;standalone-metastore/src/test/java/org/apache/hadoop/hive/metastore/txn/TestTxnUtils.java
HIVE-15239,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/spark/CombineEquivalentWorkResolver.java;ql/src/java/org/apache/hadoop/hive/ql/plan/PartitionDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/VectorPartitionDesc.java
HIVE-15237,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/RemoteSparkJobMonitor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/SparkJobStatus.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/impl/LocalSparkJobStatus.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/impl/RemoteSparkJobStatus.java;spark-client/src/main/java/org/apache/hive/spark/client/JobHandle.java;spark-client/src/main/java/org/apache/hive/spark/client/JobHandleImpl.java
HIVE-15181,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/CompactionTxnHandler.java;metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java;metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnUtils.java;metastore/src/test/org/apache/hadoop/hive/metastore/txn/TestTxnUtils.java
HIVE-15030,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/cost/HiveAlgorithmsUtil.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/cost/HiveOnTezCostModel.java
HIVE-15029,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
HIVE-14966,2.1.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;itests/hive-minikdc/src/test/java/org/apache/hive/minikdc/TestJdbcWithMiniKdcCookie.java;service/src/java/org/apache/hive/service/cli/thrift/ThriftHttpServlet.java;service/src/test/org/apache/hive/service/cli/thrift/ThriftCliServiceTestWithCookie.java
HIVE-14960,2.1.0,hcatalog/server-extensions/src/test/java/org/apache/hive/hcatalog/listener/TestNotificationListener.java
HIVE-14959,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-14873,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDayOfWeekDate.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDayOfWeekString.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDayOfWeekTimestamp.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFDayOfWeek.java
HIVE-14839,2.1.0,service/src/test/org/apache/hive/service/cli/session/TestSessionManagerMetrics.java
HIVE-14819,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionInfo.java;ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java;ql/src/java/org/apache/hadoop/hive/ql/exec/WindowFunctionInfo.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/SqlFunctionConverter.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestFunctionRegistry.java
HIVE-14792,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/TablePropertyEnrichmentOptimizer.java;common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/Optimizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/TablePropertyEnrichmentOptimizer.java;serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerDe.java
HIVE-14779,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
HIVE-14773,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/IExtrapolatePartStatus.java;metastore/src/java/org/apache/hadoop/hive/metastore/StatObjectConverter.java
HIVE-14726,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedDynPartitionOptimizer.java
HIVE-14697,2.1.0,common/src/java/org/apache/hive/http/HttpServer.java
HIVE-14690,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
HIVE-14686,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-14674,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java;metastore/src/test/org/apache/hadoop/hive/metastore/txn/TestTxnUtils.java
HIVE-14619,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveRexUtil.java
HIVE-14617,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFMapValues.java;ql/src/test/org/apache/hadoop/hive/ql/udf/generic/TestGenericUDFMapValues.java
HIVE-14591,2.1.0,itests/hive-unit/src/main/java/org/apache/hive/jdbc/miniHS2/AbstractHiveService.java;itests/hive-unit/src/main/java/org/apache/hive/jdbc/miniHS2/MiniHS2.java;itests/hive-unit/src/test/java/org/apache/hive/service/cli/thrift/TestMiniHS2StateWithNoZookeeper.java;service/src/java/org/apache/hive/service/cli/session/SessionManager.java;service/src/java/org/apache/hive/service/server/HiveServer2.java
HIVE-14564,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcFactory.java
HIVE-14563,2.1.0,itests/hive-unit/src/test/java/org/apache/hive/beeline/TestBeeLineWithArgs.java;itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithMiniHS2.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/StatsOptimizer.java;service/src/test/org/apache/hive/service/cli/session/TestSessionManagerMetrics.java
HIVE-14530,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdPredicates.java
HIVE-14483,2.1.0,orc/src/java/org/apache/orc/impl/TreeReaderFactory.java
HIVE-14463,2.1.0,hcatalog/server-extensions/src/test/java/org/apache/hive/hcatalog/listener/TestMsgBusConnection.java
HIVE-14424,2.1.0,service/src/test/org/apache/hive/service/cli/CLIServiceRestoreTest.java
HIVE-14338,2.1.0,hcatalog/core/src/main/java/org/apache/hive/hcatalog/cli/HCatCli.java;hcatalog/core/src/test/java/org/apache/hive/hcatalog/cli/TestPermsGrp.java
HIVE-14330,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-14308,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUtils.java
HIVE-14295,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/events/DropTableEvent.java;metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropPartitionEvent.java;metastore/src/java/org/apache/hadoop/hive/metastore/events/PreDropTableEvent.java
HIVE-14294,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/convert/HiveSchemaConverter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestHiveSchemaConverter.java
HIVE-14293,2.1.0,common/src/java/org/apache/hadoop/hive/ql/log/PerfLogger.java;ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java
HIVE-14292,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-14258,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java
HIVE-14254,2.1.0,common/src/java/org/apache/hive/common/HiveVersionAnnotation.java;common/src/java/org/apache/hive/common/util/HiveVersionInfo.java
HIVE-14244,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/CustomPartitionVertex.java;ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestCustomPartitionVertex.java
HIVE-14234,2.1.0,metastore/src/test/org/apache/hadoop/hive/metastore/TestHiveMetaStorePartitionSpecs.java;metastore/src/test/org/apache/hadoop/hive/metastore/TestObjectStore.java
HIVE-14192,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-14175,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestUtilities.java
HIVE-14144,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java;ql/src/java/org/apache/hadoop/hive/ql/util/ResourceDownloader.java
HIVE-14141,2.1.0,beeline/src/java/org/apache/hive/beeline/Commands.java
HIVE-14126,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/Table.java
HIVE-14115,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/TaskCompiler.java
HIVE-14098,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HiveSparkClientFactory.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestUtilities.java
HIVE-14090,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/RetryingHMSHandler.java
HIVE-14073,2.1.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/test/org/apache/hadoop/hive/ql/security/authorization/plugin/sqlstd/TestSQLStdHiveAccessControllerHS2.java
HIVE-14062,2.1.0,beeline/src/java/org/apache/hive/beeline/Commands.java;beeline/src/java/org/apache/hive/beeline/BeeLine.java;beeline/src/java/org/apache/hive/beeline/Commands.java;itests/hive-unit/src/test/java/org/apache/hive/beeline/TestBeeLineWithArgs.java;jdbc/src/java/org/apache/hive/jdbc/Utils.java
HIVE-14053,2.1.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcDriver2.java;service/src/java/org/apache/hive/service/cli/operation/GetColumnsOperation.java
HIVE-14004,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java
HIVE-14003,2.1.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapTaskReporter.java;ql/src/java/org/apache/hadoop/hive/ql/exec/MapredContext.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Operator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MapRecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MergeFileRecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/RecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ReduceRecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezProcessor.java
HIVE-13997,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/MoveTask.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
HIVE-13973,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/PTFTranslator.java
HIVE-13945,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPDivide.java;ql/src/test/org/apache/hadoop/hive/ql/udf/generic/TestGenericUDFOPDivide.java;orc/src/java/org/apache/orc/impl/ConvertTreeReaderFactory.java;orc/src/java/org/apache/orc/impl/RecordReaderImpl.java;ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizationContext.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CastDecimalToLong.java;ql/src/java/org/apache/hadoop/hive/ql/io/sarg/ConvertAstToSearchArg.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConstantPropagateProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/ASTBuilder.java;ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ParseUtils.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/TypeCheckProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFToInteger.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFToLong.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFToShort.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFPercentileApprox.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFLeadLag.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPDivide.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFPrintf.java;ql/src/java/org/apache/hadoop/hive/ql/udf/ptf/WindowingTableFunction.java;ql/src/test/org/apache/hadoop/hive/ql/udf/generic/TestGenericUDFOPDivide.java;serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/PrimitiveObjectInspectorUtils.java;storage-api/src/java/org/apache/hadoop/hive/common/type/HiveDecimal.java
HIVE-13934,2.1.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java;ql/src/java/org/apache/hadoop/hive/ql/parse/TezCompiler.java;ql/src/java/org/apache/hadoop/hive/ql/plan/BaseWork.java;ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestTezTask.java
HIVE-13929,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
HIVE-13912,2.1.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-13911,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
HIVE-13887,2.1.0,itests/hive-jmh/src/main/java/org/apache/hive/benchmark/serde/LazySimpleSerDeBench.java;serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyDate.java;serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyTimestamp.java;serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyUtils.java;serde/src/java/org/apache/hadoop/hive/serde2/lazy/fast/LazySimpleDeserializeRead.java
HIVE-13882,2.1.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithMiniHS2.java;jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java;service-rpc/src/gen/thrift/gen-cpp/TCLIService_types.cpp;service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TGetOperationStatusResp.java;service/src/java/org/apache/hive/service/cli/OperationStatus.java;service/src/java/org/apache/hive/service/cli/operation/Operation.java;service/src/java/org/apache/hive/service/cli/thrift/ThriftCLIService.java;service/src/java/org/apache/hive/service/cli/thrift/ThriftCLIServiceClient.java
HIVE-13878,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorDeserializeRow.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorMapOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastLongHashTable.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastStringCommon.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/optimized/VectorMapJoinOptimizedLongCommon.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/optimized/VectorMapJoinOptimizedStringCommon.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/TestVectorSerDeRow.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/CheckFastRowHashMap.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VerifyFastRow.java;serde/src/java/org/apache/hadoop/hive/serde2/binarysortable/fast/BinarySortableDeserializeRead.java;serde/src/java/org/apache/hadoop/hive/serde2/fast/DeserializeRead.java;serde/src/java/org/apache/hadoop/hive/serde2/lazy/fast/LazySimpleDeserializeRead.java;serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/fast/LazyBinaryDeserializeRead.java;serde/src/test/org/apache/hadoop/hive/serde2/VerifyFast.java;serde/src/test/org/apache/hadoop/hive/serde2/binarysortable/TestBinarySortableFast.java;serde/src/test/org/apache/hadoop/hive/serde2/lazy/TestLazySimpleFast.java;serde/src/test/org/apache/hadoop/hive/serde2/lazybinary/TestLazyBinaryFast.java
HIVE-13876,2.1.0,serde/src/java/org/apache/hadoop/hive/serde2/lazy/fast/LazySimpleDeserializeRead.java
HIVE-13872,2.1.0,llap-server/src/java/org/apache/hadoop/hive/llap/io/api/impl/LlapInputFormat.java;orc/src/java/org/apache/orc/impl/TreeReaderFactory.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorAssignRow.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorDeserializeRow.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorExtractRow.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorMapOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizedRowBatchCtx.java;ql/src/java/org/apache/hadoop/hive/ql/io/NullRowsInputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/VectorizedOrcInputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java
